username,full_text
himalianana,silah banding jumlah asn guru gaji lebih tinggi butuh jumlah asn honorer hidup gaji bawah keluar butuh
croissanthemoem,dari ngurusin baju gaji guru honorer diperhatilan sistem didik masih semrawut
NikRaVen56829,rata wasit tarkam iku guru honorer jas ambil sertifikat lisensi wasit lumayan gawe samping jadi hasil wasit lewih gede timbang gaji guru
Zulkifly_Ramli,gaji guru honorer gede kok
worthforyouuu,satu ken naikin gaji jabat satu naikin biaya haji terus ada rencana naikin gaji guru honorer umr pabrik gitu
selma_xuxi,jelas gaji guru honorer prihatin
Bangzuber,bener sih sender ibu dulu honorer juta gaji beliau beli butuh sekunder waktu dapet tunjang sekarang kayak lagi tunjang guru honorer cuma gaji pokok apa tunjang tetap ada tapi tidak semua
nuklirterbang,bukankah sama sejak awal kan tau gaji honorer rendah fakta bahwan guru seko penuh tetap banyak oknum datang kasih bisa honor tuju apa sih saya sih pasti tuju murni abdi panggil hati ya bu sekian sehat selalu
jenniekarinayu,gaji guru lihat dulu honorer berapa
jsnsvsusiksddbn,memang iya semua jadi guru dapet gaji minimal umrtunjangan apa honorer bahkan guru honorer yang cuma 150 ribu bulan itu guru yang tajir tuh biasa punya usaha jual contoh buka les
xrnsxx,tertawa diskursus gaji guru honorer vs asn nyaris tiap bulan sudah kaya diskursus soal tom vs summer split bill pas first meet sender misal tarik bahas profesi guru sila dm yes jelasin bingung
Delisa_Lockey,memang rendah sender mamah guru bisa punya rumah sama mobil karena punya suami ayah gaji lumayan tanah waris tinggal bangun rumah sekarang mamah kepala sekolah suka kasi ama guru utama honorer gaji 800 bayar 3 bulan sekali
_davxon,sender nyobain ngelamar guru coba guru paud dulu buar tau gaji honorer berapa sekolah swasta lebih banyak honorer
varldsfreden,turut baik hindar ini gratifikasi kedok thr dalil kasihan diam mk guru ajar gratifikasi gaji guru honorer memang prihatin tugas perintah harus pikir aduh mau nulis banyak jumlah karakter batas
myamoreD,turut si kuliah guru honorer kerja rendah anak disekolahin kan diajarin sama guru tertawa kalian guru honorer kurang puas gaji bukak les rumah temu 50 ribu minggu 2 kali murid 20 lumayan
PhiIIipee,loh kaget lihat gaji guru honorer cuma anak guru 30 anak
maulidalinda714,abis nangisin panda ganti nangisin gaji guru honorer dah mau buka apa capek banget cengeng sudah
allaboutchiz,soal guru ada 3 kategori eh 1 guru honorer gaji sesuai mampu sekolah 2 guru pns p3k tidak punya serdik cuma gaji pokok doang 3 guru pns p3k punya serdik yang sejahtera guru kategori 3 dia gaji pokok tpg
viruus133,sesuai banget sama gaji guru apa honorer tertawa
LexWu_13,guru harus ngadepin anak bandel ada awal gaji berapa pensiun umur hidup juga pns honorer lebih sedih
arsadanim,sudah asn usaha bagai tunjang golong fakta guru swasta guru honorer gaji alakadarnya tau karenya nyokap punya banyak kenal guru masih honorer guru swasta bahkan gaji bulan ada 300 ribu
PadiSandal,kan sering bilang guru pahlawan tanda jasa gaji honorer pun kecil baru lulus kuliah tampar fakta gaji bawah umr mana ikut ppg makanya mau cepet mapan sulit tahap asn nya susah saing banyak
Al_Raeyn,sisi pns guru nakes honorer gaji bulan kena potong pajak biaya sampe nakes bulan cuma terima 600 ribu mana pas demo mang bijak bareng langsung mecat tadi indonesia usah sok agam praktek gin marak
annnxie,pagi honorer guru sore kang tarik gerobak gaji narik gerobak 350 ribu bulan lebih gede gaji guru
varldsfreden,mending merjuangin gaji guru honorer baik sistem kurikulum merdeka ngurus begini tidak penting
