username,full_text
himalianana,asa anak pgsd baca menfess guru sd cari gaji gede penting ngajar ikhlas sepenuh hati lillahitaala lihat murid nya paham materi sudah neng banget kira smp sma ada guru honorer
croissanthemoem,muka camaba ajar snbt mahasiswa sem awal struggle mahasiswa sem tengah culture shock lebaran banyak dulu tugas mahasiswa sem akhir pusing ama ta mahasiswa profesi nakes gaji kecil guru honorer kerja under umr
NikRaVen56829,guru honorer layak terima zakat masuk golong miskin gaji 350k bulan bayar 3 bulan sekali
Zulkifly_Ramli,jakarta jakarta daerah contoh sulawesi selatan guru honorer gaji 300 ribu 3 bulan
worthforyouuu,serendah itu guru sd sender mau sd smp sma guru tetap guru sekolah negeri sekarang tidak terima honorer gaji asn guru sama mau sd smp sma
selma_xuxi,sekian debat gaji guru baru sekali nemu dapat snang mas generasi lihat pov tidak satu sisi fakta memang hal atas buat guru honorer gaji yang tidak manusiawi
Bangzuber,padahal prabowo janji naik gaji guru honorer baru lantik 6 bulan datang eh saja salahin seka gaji guru rendah karna prabowo ya pelihara
nuklirterbang,ajar gaji guru honorer tunggak kecil etc masih banyak faktor rasa itu harus prioritas utama izin
jenniekarinayu,kayak nyuruh guru pas abis wisuda karna lihat bibi jadi pns jakarta sedang aku di pandeglang 350 ribu itu gaji 3 bulan based story from my friend yang bagai guru honorer
jsnsvsusiksddbn,sungguh urgent sekali masalah seragam kurang urgent adalah lengkap sarana prasarana sekolah tambah gaji guru honorer layak baik sekolah yang bocor bahkan mau roboh
xrnsxx,guru honorer gaji 150ribu bulan banyak guru overworked ngerjain bos dapodik banyak kurikulum gajelas ada yang dipikirin cuma ganti seragam
Delisa_Lockey,buset dah gaji guru 6 juta tetangga yang guru gadai sk gadai setifikat tanah sekolahin anak kocak nih nyata banyak guru sejahtera gaji guru daerah kabupaten kampung bawah 6 juta honorer ajah 150 ribu bulan bayar 3 bulan
_davxon,alas mau guru tamat fkip gaji guru honorer 300 ribu bulan nyari seser nunggu guru senior gantiin ngajar suruh guru senior bikin silabus rpp ppt bahan ajar ini uang gede 1 juta deh kapok 8 yang akhir guru
varldsfreden,mbak sepatu chanel nya atas 25 juta an sederhana sekali nakes manggarai gaji 400 600 ribu bulan guru honorer di daerah 300 ribu-1 juta bulan harga sepatu tara gaji 2 mbak so sederhana banget
myamoreD,allah gaji bapa sbgai guru honorer kesel lihat dan milih tani karna lama biayain anak sekolah dari gaji guru dari hasil panen nyawah
PhiIIipee,biaya hidup gede bu compare dong gaji ump umk sesuai pangkat tunjang banyak abcd emaknya kawan guru damai hidup makmur nafkahin anak sama suami anggur mungkin harus dihighlight masih honorer dari
maulidalinda714,guru honorer sudah lama resign masih mikir-mikir butuh biaya sekarang jadi guru enak kerja berat gaji ikhlas bahkan teman guru bilang anak jangan jadi guru rencana resign adik lulus sekolah tempat
allaboutchiz,gaji guru honorer tingkatin dulu
viruus133,tertawa banding sekolah swasta negeri berapa banyak banding asn honorer berapa banyak guru jakarta luar jakarta berapa banyak guru cuma ketemu murid gaji kecil mana korupsi itu paling lagi banyak utang lampias murid
LexWu_13,wahai pentol korek maen u kurang cuma case putar jakarta doang u tau berapa guru papua terima gaji telat2 berapa honorer yang puluh jadi guru bom angkat daerah 6 juta berapa butuh pokok beban moril berapa gede jabat
arsadanim,guru honorer guru boleh gaji 300 ribu bulan
PadiSandal,dari ngurusin baju gaji guru honorer diperhatilan sistem didik masih semrawut
Al_Raeyn,gaji bagi nakes guru honorer cemas meanwhile gaji dewan banget gaji di rangin dikit nambahin gaji bagi tidak ngaruh banget mereka
annnxie,ya lihat urgensi anggar besar sangat tepat untuk hal sebut lihat banyak sekolah layak fasilitas utama daerah2 pelosok tambah gaji guru honorer sangat tidak manusiawi 300 ribu pun kena rapel
varldsfreden,1 dollar 16 ribu beras naik naik lulus sarjana 10 15 gaji nakes umk tuntut naik gaji pecat gaji guru honorer bawah umr anak smp bisa kali mahasiswa ptn sanggup biaya kuliah suruh pinjol this is what you call by success
yogatanaya,padahal awal jabat lumayan janji kurikulum merdeka konsep di lapang kacau mana gaji guru banyak kecil bom bicara guru honorer eh di solve malah ganti seragam
arkhamclinic,haduh tukang jadi akun baru netes pakai permen meyapa usah bicara manis cuma baju adat selesai gaji sejahtera  guru honorer tidak becus atur zonasi ancur main licik duit mikir
duunotfound,eh kaget nyata sama sama gaji honorer guru
vegapankzero,naik cuman gaji jabat biar korupsi kata padahal lebih manfaat nakes guru guru honorer dari jabat
chocoballhyuck,nadiem hormat mending rombak gaji guru honorer
4Sehat_5Scopus,betul saya cuma kritik urgensi ngrombak seragam padahal lebih banyak lain sistem didik lebih urgent benah contoh ada siswa boleh tinggal kelas sistem gaji guru honorer didik daerah 3t lain bagai kawan kawan
Dhif_28,putus politik si butuh bijak gaji guru honorer banyak butuh biaya banyak di dki guru honorer angkat kki gaji umr bpjs bebas pajak pbb anak nya dapat beasiswa didik cmiiw kurng tau dilanjutin pj
nastarbulat,menteri jokowi nih apa apa diurusin padahal yang lebih urgent kayak gaji guru honorer malah ngurusin seragam
Dhif_28,manggarai bukan ntt jakarta kek mungkin nakes gaji segitu gubernur sblmnya peduli guru honorer nakes puskesmas di kasih lift bahkan nakes tinggal pas covid kasih santun 2 ratus juta anak nya kasih bantu
lilaccountz,ratus nakes pecat demo minta gaji umr guru utama guru honorer gaji ratus ribu bulan itu macet kurs dollar naik banyak kaya raya pegang amanah rakyat tetap sibuk bagi kursi korup lihat ada begini hampir pesimis rasa mau hijrah
kembaliwaras,guru lihat berita apa buat manusia kenapa urus gaji honorer pj kepala sosial utama pj kepala sosial sd
yuhlookeasy,mending merjuangin gaji guru honorer baik sistem kurikulum merdeka ngurus begini tidak penting
wOidym13,pada ganti seragam mending gaji guru honorer
mxswxnn,padahal gede gaji kuliah timbang sing guru honorer
masnyakamuuuu,nakes guru honorer gaji ada
lalunalunaa_,gaji guru honorer loh harus diperhatiin tuh sih
cilokklucuu,ikhlas guru honorer gaji 300 ribu
agung_barbel,sama sih kaya beli pc terus tambahin lampu rgb biar nambah cepat ram napa ngurusin guru honorer gaji 300 ribu bulan biar dapet gaji layak gitu
flatlunar,tidak tunjukin mereka nyinyir sender gaji nguli lebih gede guru honorer malu
AndisBoga,gaji guru apa honorer
PROGRE55ING,sis no offense kek gaji kuliah lebih gede guru honorer
biwrru,banyak nambah atur kurikulum sama pakai gaji guru apa guru honorer pernah pikirin nadiem
EndoghDadar,halah wong gaji guru honorer cuilik lagak banding ojok mbe kuliah kowe wae golek kerja lewih apik rasah ngongkon pasang pie
firstemper0r,gaji guru honorer kaya bayar layak masa gaji honorer sama bayar tukang bangun gede tukang bangun
Dian_susahLogin,timbang nambah puyeng orangtua murid pak nadiem lebih fokus gaji status guru honorer ringan biaya didik anak indonesia lebih banyak kenyam didik lebih tinggicapek banget sama kurikulum ubah
SadamRevenge,urus dulu gaji guru honorer tidak ngotak mau apa ivan gunawan tri ngurusin baju
YoyokSan11,getu prestasi ada bagus2nya prestasi contoh msk universitas negri gratis gaji guru naik guru honorer sejahtera akhlak adab murid tingkat baik buli buli sekolah ponpes tindak tegas lain ganti seragam 4 what
nam_saying28,mending urusin dulu gaji guru honorer
ARichman9833482,pantes isi otak bansos makan gratis bocil naik gaji jabat gaji guru honorer makin cekik
vicksif,mau cari uang banyak mending pilih kerja guru mungkin langsung gaji gede istilah awal sokoan honorer dulu kadang tuh lihat masa kerja maksud ngajar berapa tapi kalau kamu langsung guru pns swasta mapan
yamakasiponsel,tahan gaji zolim apa tahan gaji guru zolimnya kuadrat pala thr kasi gaji guru honorer bayar alhamdulillah kali
miinnddaaa,suka sedih lihat guru honorer apa yang usia tua ya gaji guru kecil padahal tanggung dan tugas berat saja ngajar 4 bulan pkl sekolah negeri uda nyerah banget kayak bukan passion sih
RegisaputraAhay,gimana si thr guru honorer makan kemarin 800 ribu sekarang 600 ribu rang 50 masalah sekaligus 200 gaji dikit thr potong dinsos didik cirebon kerja gimana
DsvrEko,gaji guru lihat dulu honorer berapa
VIDIGARIBALDI1,duit rakyat dipake padahal bayar gaji thr guru honorer subsidi rakyat mampu baik gedung sekolah bayarin keluarga mampu sakit keras lain ya duit rakyat untuk rakyat malah penting pribadi golong
Sijampang_ngora,kuliah pgsd 4 dengan ipk 39 epekasi gaji min umr realitanya cuman gaji 350 ribu bulan emang bener jadi guru honorer kerja iklas banget tapi kadang ngedumel sih habis bensin
___seacide,dapat mudah tidak duga bukti telah lulus ngajar kurang satu jadi guru honorer gaji underpaid laluin telah aku lolos ppg beasiswa sekarang berkat aku lolos asn
rrnandr,doa ya mbak ini ambil gaji guru honorer moga lebih biasa 500-600 ribu bisa masak niat ken bagi makan ultahku tanggal 12 april
jake_aslam99,masalah gimana mau sedia guru 5 agama gaji guru honorer kondisi sekarang masih banyak tidak adil
naylaasaa,mana honorer tuh gaji kicil banget kasi kayak sekolah aku pns iur gitu lumayan nambahin gaji teman teman honorer pah terus yang di korwil gitu suka potong gaji pns ini padal guru kaya liat capek banget kan pah
fuctoyu,nang lihat guru honorer ni yang gaji 12rb apa sedih sekali
NandaSetyaa1,hadap pilih ppg rantau resiko biaya hidup or guru honorer gaji gasampe 1 juta cuma taun loh padahal gin
serambinews,momen guru honorer menang akhir dapat gaji sertifikasi sorot pasal tujuh nanti kini gaji sertifikasi bayar terima hak
Adriana21033305,siapa laksana perintah nya guru honorer ppk tetap 1 jam ajar berapa 30 ribu bulan 5 jam asumsi tiap minggu 1 jam lebih betul 150 1 bulan 20 jam ajar baru minggu 5 jam ajar jelas awal ppk daerah biasa gaji resmi bulan sepakat waktu cuma 5 jam bulan
kholiqulsyafaat,saran anak muda belum punya karir please usah daftar guru memang sih gampang daftar gaji dikit banget kasi keluarga fyi istri jadi guru honorer gaji cuman 15 juta cuma 10 20 gaji di marketing
misentodimorir,suka getir gasih sama fakta gaji guru honorer tuh tara sama dapat hari abang tukang somay yang jual depan sekolah
ZzarPark61,ah talking about guru apa yang honorer bener bener sedih ngeliatnya gaji berapa allah
ronzoro_,terlalu sih oknum guru ganti sama guru honorer jauh lebih bakti makan gaji buta itu nama tidak komitmen tempat sana jangan terima
VIVAcoid,miris gaji guru honorer rupiah 150 bulan warganet gimana hidup
SugionoLil5245,sekitar kampung gaji guru honorer paling tinggi 300 ribu kurang manusiawi zaman serba mehongkalo perintah bilang sejahtera rakyat bohong belaka
alinrawrd,2 gaji guru tadi upah bahas bagi atas miris ada guru senior tidak sertifikasi akibat sulit kejar syarat honorer senior
alinrawrd,1 gaji guru honorer iya gaji guru honorer sedikit liat 150000 bahkan lebih banyak guru honorer sekolah domisili dapet 128000 gila saja iya ada ternyat yang dapet gin
mohamme72844721,lak diri lain jelas intimidasi luurah hingga aparatur negara guru hingga honorer ancam juga tambah naik gaji lain plis deh
YuYura381129,usia tua honorer gimana yaaku sma sekali paham pns guru perintah tuh naikin gaji guru honorer jangan gaji jabat
kyurable,allah kasihan banget lihat semua guru honorer indonesia gara-gara masalah gaji tunjang saudara guru honorer terus kasih tau gaji gaakan cair lama 3 bulan thr ada gila kira tidak butuh biaya hidup
nocturnalforsa1,barang liat di korupsi kayak tol mbak apa makan tidak tahan lama makan siang gratis tidak naik gaji guru honorer guru layak hidup baik sarana prasarana sekolah tambah bila pada
Hemz_Ham,guru honorer serang sih guru negri nohh daerah papua beneran ngajar diitung jari sisa cuman nikmat gaji jangan papua di jawa daerah pelosok guru negri beneran ngajar dateng kelas beri materi dikit banget
Touwelse,bingung disepelein gin pns dulu gaji layak awal juga mau ambil jurus didik cuman nyokap tau akan hadap sama nama gaji guru honorer jadi tidak diizinin jadi pns susah banyak tahap
muichi_ryoumen,guru honorer gaji kecil nampaknya cukup karena kerja ikhlas di cukup sama allah gaji sampe 1 digit kadang guru honorer tuh samping banyak 2 3 kerja samping asal kalian tau
shiningsol0,heran sama instansi harus cairin hak guru honorer bisa sampe gaji dah kecil saja rapel padahal ngurusin tukin gaji giat diri saja rajin
fuzzy3303sf,padahal capres ingin maju didik eh malah pilih makan siang gratis guru honorer makin tidak harga suruh panitia makan siang kerja banyak gaji lawak dream job emang jabat sih apa nanti korupsi halal naik gaji
matchamekdii,mending naikin gaji guru honorer
aaaichaa16,naik gaji guru honorer thr jangan tunda tunda
justcurious2574,kaget anggota dprd sih enggak terlalu kasi hasil tunjuangan gede pake rusak gedung bangun pakai pajak rakyat gimana guru honorer gaji minim ada thr hati pikir di mana sih anggota dewan kata hormat amit
solaineune_,guru turut salah profesi paling terdzolimi negara olah jasa sumbangsih buat negara ada nilai padahal gaji hak tapi sering telat bayar iya kak sesuai atur menpan 2024 guru honorer dapat thr mereka asn
theblessedfg,sehat guru honorer luar suka sedih dengar rekan2 sama guru harga padahal guru orang akan bentuk pimpin bangsa lanjut guru minta kasih gaji puluh juta tidak harga guru manusia
radityarzq,kasi sumpah ada kelar nya polemik gaji guru honorer tani nelayan ayo siapa presiden bisa sejahtera 3 profesi tiga profesi pondasi utama dalam negara ibarat bangun turut
bobanyangg,abah guru honorer di smp 2008 gasalah beliau guru honorer memang bikin sakit hati banget tiap lihat gaji masuk rekening bayar tiga bulan sekali tiap tahun ada program bulat bikin pusing gaji berapa tuntut main
elsk_dina,please mulai sekarang bisa gaji guru honorer 1 juta atas bulan sekarang semua serba mahal oke harus syukur kalau tiap bulan 300 ribu gaji nya gimana cerita
Kotak_Berkat,guru honorer dapat thr tengah kali gaji kan kang gaji guru honorer berapa 250 300 ribu thr ya 125 150 ribu
melekinaja,banding ribut pramuka gaji guru honorer mohon lebih perhati masa malu 2024 negara biar guru bayar cuma ratus ribu
ampasmzz,sma dulu ngajarnya bener malah rata guru honorer pns nya 80 gaji buta
manabay_,pagi honorer guru sore kang tarik gerobak gaji narik gerobak 350 ribu bulan lebih gede gaji guru
Erdeawalia,sebenernya tuju banget sama fenomena murid wali murid ngasih hadiah guru kolektif kaya sekarang rame timbul senjang gratifikasi tapi lihat gaji guru utama honorer ya gimanaa cara lgsg guru gantung pada beri
liputan6dotcom,viral video guru honorer tunjuk gaji rupiah 150 ribu bulan warga nyesek sih
_nxttou,asli mending naikin gaji guru utama honorer naikin gaji jabat ujung ujung duit lari ani ani
nabiylarisfa,i ll say once and i ll say often berapa kali kurikulum ganti didik mana ajar tidak beri sejahtera layak guru honorer hak pasti kerja gaji layak
studiedwithme,gabisa banget ngeliat ginian allah anak orang guru honorer tau banget struggle nya tua aku nyari kerja samping karna gaji cukup hari karna personil rumah banyak
g0ngjunimm,abis nangisin panda ganti nangisin gaji guru honorer dah mau buka apa capek banget cengeng sudah
Pangeaq,mungkin andai balik gaji kpu guru honorer seperti lebih adil
sultonaw_,mungkin sih kayak masuk wilayah pasu ekonomi baik ya gede gaji guru honorer berapa sih turut memang lumayan miris fenomena guru honorer
annisa_maryam33,beneran sodara kan guru honorer gaji kadang 3 bulan sekali uang gaji disatuin 3 bulan kalah sama gaji umr bulan
precioushimj,sedih banget lihat guru umur honorer ya indonesia gaji guru tuh dikit tahu di brunei gaji guru tuh gede lah hidup di indonesia pns pas banget tambah honorer ada honorer usia segitu sih -
triviaaalove,aduh tega liat bapak 20 lebih guru honorer misal gabisa dapet gaji gede minimal kasih jamin sejahtera biar pas sudah saat pensiun tetap hidup layak kaya pensiun asn
seventeen_oppa,nadiem berapa jabat masih bisa kasih gaji layak guru utama guru honorer
oblivixci,tidak ngetik begini sembarang ibu sendiri guru honorer aku tau dikit gaji honorer kalau mau banyak tambah ama kerja lagi in case of my mom beliau ngebimbing anak pkl bikin lapor nulis ijazah panitia uji lain
brownpearll,sumpah pls gimana cara guru honorer tuh gaji padan bulan terus dapat thr huhu sedih banget padahal berat kerja cuma ngajarin murid
andikasulaksana,maaf pramuka penting untuk jadi ekstrakurikuler wajib pramuka bahkan sering kali ajang pelonco saya pramuka habis waktu mending minta pak nadiem mikirin gimana cara biar gaji guru honorer wajar
andieknowles,lebih penting bangun ikn naikin gaji anggota dewan makan siang gratis kaya nya banding mikirin gaji nasib guru honorer apa harga tak nila mata iblis sana insya allah bapak sangat tinggi nilai di mata tuhan yme aamiin
midnightikon,ibu guru honorer lebih 25 gaji nya paling banyak 500 ribu bulan sama ayah suruh henti ngajar ibu bilang cari uang ajar biar ilmu ibu ajar manfaat barokah beliau
mbok_tani,turut baik hindar ini gratifikasi kedok thr dalil kasihan diam mk guru ajar gratifikasi gaji guru honorer memang prihatin tugas perintah harus pikir aduh mau nulis banyak jumlah karakter batas
lesmbaran,gimana lihat daerah dan daerah guru honorer banyak banget duit dana bos nya sedikit mau mau gaji pun sedikit lagi jumlah siswa makin ganti makin sedikit di sekolah negeri banyak milih sekolah swasta
miekuah02,iya profesi guru suka diromantisasi ladang pahala sering disepelein apa gaji dikit kan dapet banyak pahala padahal kan guru hak sejahtera moga depan guru sama staf sekolah honorer gaji minimal umr
alfxnAcc,siapa sih ngasih gaji guru honorer kecil
rgnhrdt,inget pas smk tante jadi guru honorer sekolah tante nunjukin slip gaji nya 2012 gaji bulan sampe 100 ribu tuhan sedih banget liat
InayaSaraya,capek guru tuh ngurusin anak segitu banyak ada salah dikit guru kena segala macem omongin gaji sesuai kerja berat gaji kecil baik asn apa honorer
bcdthjj,dari lombok memang gaji guru tuh kecil dan derita sana bahkan sepuh banyak honorer miris banget dulu lihat guru yang sepuh pake motor butut sekolah jual es mambo and hurt me so bad kelar ngajar juga dia langsung ngarit
Menghenningkan,asli guru honorer sepuh tuh kasi kemarin cerita guru tinggal tes tinggal duluan gaji p3k nya cair asli yang umur sudah 50 tahun gitu langsung angkat gitu ngeliatnya tuh tidak tega
jarereza,tau gaji bapak guru honorer cukup anak guru honorer usah songong menta iphone menta aero kerja sana beban keluarga kamu pada heran
masgah_,suka kasihan lihat guru honorer indonesia gaji nya berapa kadang bayar bayar padahal punya keluarga harus di kasih nafkah
_sweetfriday_,ajak jadi tajir pls gaji guru honorer benar cekik
psycoooologic,271t bayar thr gaji guru honorer nyampe 71t aku memang paling biadab bijak sini
Nknnjs,moga perintah lebih peduli sama nasib guru honorer naikin gaji jabat mending naikin gaji guru honorer
neptwoonsh,guys jurus didik buruk kan yah iya emang gaji guru honorer dikit kan bakal seleksi cpns lain dan semua jenjang tahap tidak langsung sukses banget gitu loh
JeblukAkun,balada guru honorer saat lain thr hingga gaji 13 tetap syukur tak mejadi manusia kufur gaji kadang 3 6 bulan baru kumpul usah pamer thr mu berapa banyak org ekonomi bawah moga allah ridho sadar rezim buta
BukanMawar12,mantan guru honorer tahun tau betapa sangat zolimi negri lagi gaji 3 bulan sekali sering kena potong sama biaya butuh sekolah thr cuma ngandelin yayasan uang lebih ada
jerukkmanise,tolong gaji guru honorer beri perhati lebih yang cerdas anak bangsa
